Query,RetrievedDocuments
40736.query,VOM19980220.0700.2814 
40737.query,VOM19980220.0700.2814 
40738.query,VOM19980612.0730.0286 
40739.query,VOM19980220.0700.2814 
40740.query,VOM19980220.0700.2814 
40741.query,VOM19980224.0900.3022 
40742.query,VOM19980220.0700.2814 
40743.query,VOM19980220.0700.2814 
40744.query,VOM19980220.0700.2814 
40745.query,VOM19980220.0700.2814 
40746.query,VOM19980220.0700.2814 
40747.query,VOM19980220.0700.2814 
40748.query,VOM19980221.0700.3085 
40749.query,VOM19980224.0900.3022 
40750.query,VOM19980220.0700.2814 
40751.query,VOM19980220.0700.2814 
40752.query,VOM19980220.0700.2814 
40753.query,VOM19980220.0700.2814 
40754.query,VOM19980220.0700.2814 
40755.query,VOM19980220.0700.2814 
40756.query,VOM19980220.0700.2814 
40757.query,VOM19980220.0700.2814 
40758.query,VOM19980220.0700.2814 
40759.query,VOM19980220.0700.2814 
40760.query,VOM19980529.0700.0392 
40761.query,VOM19980220.0700.2814 
40762.query,VOM19980529.0700.0392 
40763.query,VOM19980220.0700.2814 
40764.query,VOM19980220.0700.2814 
40765.query,VOM19980224.0900.3022 
40766.query,VOM19980223.0700.1511 
40767.query,VOM19980224.0900.3022 
40768.query,VOM19980220.0700.2814 
40769.query,VOM19980223.0700.1511 
40770.query,VOM19980220.0700.2814 
40771.query,VOM19980223.0700.1511 
40772.query,VOM19980220.0700.2814 
40773.query,VOM19980223.0700.1511 
40774.query,VOM19980224.0900.3022 
40775.query,VOM19980221.0700.3085 
40776.query,VOM19980223.0700.1511 
40777.query,VOM19980224.0900.3022 
40778.query,VOM19980223.0700.1511 
40779.query,VOM19980220.0700.2814 
40780.query,VOM19980223.0700.1511 
40781.query,VOM19980220.0700.2814 
40782.query,VOM19980223.0700.1511 
40783.query,VOM19980220.0700.2814 
40784.query,VOM19980223.0700.1511 
40785.query,VOM19980223.0700.1511 
40786.query,VOM19980224.0900.3022 
40787.query,VOM19980220.0700.2814 
40788.query,VOM19980220.0700.2814 
40789.query,VOM19980223.0700.1511 
40790.query,VOM19980220.0700.2814 
40791.query,VOM19980223.0700.1511 
40792.query,VOM19980223.0700.1511 
40793.query,VOM19980224.0900.3022 
40794.query,VOM19980220.0700.2814 
40795.query,VOM19980220.0900.3559 
40796.query,VOM19980223.0700.1511 
40797.query,VOM19980223.0700.1511 
40798.query,VOM19980223.0700.1511 
40799.query,VOM19980623.0900.0051 
40800.query,VOM19980317.0900.1955 
